1701100800,11,28,0,0,0,020.4,0.0,075
1701100860,11,28,0,1,1,020.4,0.0,075
1701100920,11,28,0,2,2,020.3,0.0,075
1701100980,11,28,0,3,3,020.3,0.0,076
1701101040,11,28,0,4,4,020.2,0.0,076
1701101100,11,28,0,5,5,020.1,0.0,076
1701101160,11,28,0,6,6,020.1,0.0,076
1701101220,11,28,0,7,7,020.1,0.0,076
1701101280,11,28,0,8,8,020.1,0.0,077
1701101340,11,28,0,9,9,020.1,0.0,076
1701101400,11,28,0,10,10,020.1,0.0,076
1701101460,11,28,0,11,11,020.1,0.0,076
1701101520,11,28,0,12,12,020.0,0.0,076
1701101580,11,28,0,13,13,020.0,0.0,077
1701101640,11,28,0,14,14,020.0,0.0,077
1701101700,11,28,0,15,15,020.0,0.0,077
1701101760,11,28,0,16,16,020.0,0.0,077
1701101820,11,28,0,17,17,020.1,0.0,076
1701101880,11,28,0,18,18,020.0,0.0,077
1701101940,11,28,0,19,19,020.0,0.0,077
1701102000,11,28,0,20,20,020.0,0.0,077
1701102060,11,28,0,21,21,019.9,0.0,077
1701102120,11,28,0,22,22,019.9,0.0,077
1701102180,11,28,0,23,23,019.9,0.0,077
1701102240,11,28,0,24,24,019.9,0.0,078
1701102300,11,28,0,25,25,019.9,0.0,078
1701102360,11,28,0,26,26,019.8,0.0,078
1701102420,11,28,0,27,27,019.9,0.0,078
1701102480,11,28,0,28,28,019.8,0.0,078
1701102540,11,28,0,29,29,019.8,0.0,078
1701102600,11,28,0,30,30,019.8,0.0,078
1701102660,11,28,0,31,31,019.8,0.0,078
1701102720,11,28,0,32,32,019.8,0.0,078
1701102780,11,28,0,33,33,019.9,0.0,078
1701102840,11,28,0,34,34,019.8,0.0,078
1701102900,11,28,0,35,35,019.9,0.0,078
1701102960,11,28,0,36,36,019.9,0.0,078
1701103020,11,28,0,37,37,019.9,0.0,077
1701103080,11,28,0,38,38,019.9,0.0,077
1701103140,11,28,0,39,39,019.9,0.0,078
1701103200,11,28,0,40,40,020.0,0.0,077
1701103260,11,28,0,41,41,020.0,0.0,077
1701103320,11,28,0,42,42,020.1,0.0,077
1701103380,11,28,0,43,43,020.1,0.0,077
1701103440,11,28,0,44,44,020.1,0.0,076
1701103500,11,28,0,45,45,020.1,0.0,076
1701103560,11,28,0,46,46,020.1,0.0,076
1701103620,11,28,0,47,47,020.2,0.0,076
1701103680,11,28,0,48,48,020.2,0.0,076
1701103740,11,28,0,49,49,020.2,0.0,076
1701103800,11,28,0,50,50,020.2,0.0,076
